date,node,forecast
2015-01-31,1,0.0
2015-02-28,1,0.0
2015-03-31,1,0.0
2015-04-30,1,0.0
2015-05-31,1,0.0
2015-06-30,1,0.0
2015-07-31,1,0.0
2015-08-31,1,0.0
2015-09-30,1,0.0
2015-10-31,1,0.0
2015-11-30,1,0.0
2015-12-31,1,0.0
2016-01-31,1,0.0
2016-02-29,1,0.0
2016-03-31,1,0.0
2016-04-30,1,0.0
2016-05-31,1,0.0
2016-06-30,1,0.0
2016-07-31,1,0.0
2016-08-31,1,0.0
2016-09-30,1,0.0
2016-10-31,1,0.0
2016-11-30,1,0.0
2016-12-31,1,0.0
2017-01-31,1,0.0
2017-02-28,1,0.0
2017-03-31,1,0.0
2017-04-30,1,0.0
2017-05-31,1,0.0
2017-06-30,1,0.0
2017-07-31,1,0.0
2017-08-31,1,0.0
2017-09-30,1,0.0
2017-10-31,1,0.0
2017-11-30,1,0.0
2017-12-31,1,0.0
2018-01-31,1,0.0
2018-02-28,1,0.0
2018-03-31,1,0.0
2018-04-30,1,0.0
2018-05-31,1,0.0
2018-06-30,1,0.0
2018-07-31,1,0.0
2018-08-31,1,0.0
2018-09-30,1,0.0
2018-10-31,1,0.0
2018-11-30,1,0.0
2018-12-31,1,0.0
2019-01-31,1,0.0
2019-02-28,1,0.0
2019-03-31,1,0.0
2019-04-30,1,0.0
2019-05-31,1,0.0
2019-06-30,1,0.0
2019-07-31,1,0.0
2019-08-31,1,0.0
2019-09-30,1,0.0
2019-10-31,1,0.0
2019-11-30,1,0.0
2019-12-31,1,0.0
2020-01-31,1,0.0
2020-02-29,1,0.0
2020-03-31,1,0.0
2020-04-30,1,0.0
2020-05-31,1,0.0
2020-06-30,1,0.0
2020-07-31,1,0.0
2020-08-31,1,0.0
2020-09-30,1,0.0
2020-10-31,1,0.0
2020-11-30,1,0.0
2020-12-31,1,0.0
2021-01-31,1,0.0
2021-02-28,1,0.0
2021-03-31,1,0.0
2021-04-30,1,0.0
2021-05-31,1,0.0
2021-06-30,1,0.0
2021-07-31,1,0.0
2021-08-31,1,0.0
2021-09-30,1,0.0
2021-10-31,1,0.0
2021-11-30,1,0.0
2021-12-31,1,0.0
2022-01-31,1,0.0
2022-02-28,1,0.0
2022-03-31,1,0.0
2022-04-30,1,0.0
2022-05-31,1,0.0
2022-06-30,1,0.0
2022-07-31,1,0.0
2022-08-31,1,0.0
2022-09-30,1,0.0
2022-10-31,1,0.0
2022-11-30,1,0.0
2022-12-31,1,0.0
2023-01-31,1,0.0
2023-02-28,1,0.0
2023-03-31,1,0.0
2023-04-30,1,0.0
2023-05-31,1,0.0
2023-06-30,1,0.0
2023-07-31,1,0.0
2023-08-31,1,0.0
2023-09-30,1,0.0
2023-10-31,1,0.0
2023-11-30,1,0.0
2015-01-31,2,0.0
2015-02-28,2,0.0
2015-03-31,2,0.0
2015-04-30,2,0.0
2015-05-31,2,0.0
2015-06-30,2,0.0
2015-07-31,2,0.0
2015-08-31,2,0.0
2015-09-30,2,0.0
2015-10-31,2,0.0
2015-11-30,2,0.0
2015-12-31,2,0.0
2016-01-31,2,0.0
2016-02-29,2,0.0
2016-03-31,2,0.0
2016-04-30,2,0.0
2016-05-31,2,0.0
2016-06-30,2,0.0
2016-07-31,2,0.0
2016-08-31,2,0.0
2016-09-30,2,0.0
2016-10-31,2,0.0
2016-11-30,2,0.0
2016-12-31,2,0.0
2017-01-31,2,0.0
2017-02-28,2,0.0
2017-03-31,2,0.0
2017-04-30,2,0.0
2017-05-31,2,0.0
2017-06-30,2,0.0
2017-07-31,2,0.0
2017-08-31,2,0.0
2017-09-30,2,0.0
2017-10-31,2,0.0
2017-11-30,2,0.0
2017-12-31,2,0.0
2018-01-31,2,0.0
2018-02-28,2,0.0
2018-03-31,2,0.0
2018-04-30,2,0.0
2018-05-31,2,0.0
2018-06-30,2,0.0
2018-07-31,2,0.0
2018-08-31,2,0.0
2018-09-30,2,0.0
2018-10-31,2,0.0
2018-11-30,2,0.0
2018-12-31,2,0.0
2019-01-31,2,0.0
2019-02-28,2,0.0
2019-03-31,2,0.0
2019-04-30,2,0.0
2019-05-31,2,0.0
2019-06-30,2,0.0
2019-07-31,2,0.0
2019-08-31,2,0.0
2019-09-30,2,0.0
2019-10-31,2,0.0
2019-11-30,2,0.0
2019-12-31,2,0.0
2020-01-31,2,0.0
2020-02-29,2,0.0
2020-03-31,2,0.0
2020-04-30,2,0.0
2020-05-31,2,0.0
2020-06-30,2,0.0
2020-07-31,2,0.0
2020-08-31,2,0.0
2020-09-30,2,0.0
2020-10-31,2,0.0
2020-11-30,2,0.0
2020-12-31,2,0.0
2021-01-31,2,0.0
2021-02-28,2,0.0
2021-03-31,2,0.0
2021-04-30,2,0.0
2021-05-31,2,0.0
2021-06-30,2,0.0
2021-07-31,2,0.0
2021-08-31,2,0.0
2021-09-30,2,0.0
2021-10-31,2,0.0
2021-11-30,2,0.0
2021-12-31,2,0.0
2022-01-31,2,0.0
2022-02-28,2,0.0
2022-03-31,2,0.0
2022-04-30,2,0.0
2022-05-31,2,0.0
2022-06-30,2,0.0
2022-07-31,2,0.0
2022-08-31,2,0.0
2022-09-30,2,0.0
2022-10-31,2,0.0
2022-11-30,2,0.0
2022-12-31,2,0.0
2023-01-31,2,0.0
2023-02-28,2,0.0
2023-03-31,2,0.0
2023-04-30,2,0.0
2023-05-31,2,0.0
2023-06-30,2,0.0
2023-07-31,2,0.0
2023-08-31,2,0.0
2023-09-30,2,0.0
2023-10-31,2,0.0
2023-11-30,2,0.0
2015-01-31,3,0.0
2015-02-28,3,0.0
2015-03-31,3,0.0
2015-04-30,3,0.0
2015-05-31,3,0.0
2015-06-30,3,0.0
2015-07-31,3,0.0
2015-08-31,3,0.0
2015-09-30,3,0.0
2015-10-31,3,0.0
2015-11-30,3,0.0
2015-12-31,3,0.0
2016-01-31,3,0.0
2016-02-29,3,0.0
2016-03-31,3,0.0
2016-04-30,3,0.0
2016-05-31,3,0.0
2016-06-30,3,0.0
2016-07-31,3,0.0
2016-08-31,3,0.0
2016-09-30,3,0.0
2016-10-31,3,0.0
2016-11-30,3,0.0
2016-12-31,3,0.0
2017-01-31,3,0.0
2017-02-28,3,0.0
2017-03-31,3,0.0
2017-04-30,3,0.0
2017-05-31,3,0.0
2017-06-30,3,0.0
2017-07-31,3,0.0
2017-08-31,3,0.0
2017-09-30,3,0.0
2017-10-31,3,0.0
2017-11-30,3,0.0
2017-12-31,3,0.0
2018-01-31,3,0.0
2018-02-28,3,0.0
2018-03-31,3,0.0
2018-04-30,3,0.0
2018-05-31,3,0.0
2018-06-30,3,0.0
2018-07-31,3,0.0
2018-08-31,3,0.0
2018-09-30,3,0.0
2018-10-31,3,0.0
2018-11-30,3,0.0
2018-12-31,3,0.0
2019-01-31,3,0.0
2019-02-28,3,0.0
2019-03-31,3,3.9047198613703253
2019-04-30,3,0.0
2019-05-31,3,0.0
2019-06-30,3,0.0
2019-07-31,3,0.0
2019-08-31,3,0.0
2019-09-30,3,0.0
2019-10-31,3,0.0
2019-11-30,3,0.0
2019-12-31,3,0.0
2020-01-31,3,0.0
2020-02-29,3,0.0
2020-03-31,3,0.0
2020-04-30,3,0.0
2020-05-31,3,0.0
2020-06-30,3,0.0
2020-07-31,3,0.0
2020-08-31,3,0.0
2020-09-30,3,0.0
2020-10-31,3,0.0
2020-11-30,3,0.0
2020-12-31,3,0.0
2021-01-31,3,0.0
2021-02-28,3,0.0
2021-03-31,3,0.0
2021-04-30,3,0.0
2021-05-31,3,0.0
2021-06-30,3,0.0
2021-07-31,3,0.0
2021-08-31,3,0.0
2021-09-30,3,0.0
2021-10-31,3,0.0
2021-11-30,3,0.0
2021-12-31,3,0.0
2022-01-31,3,0.0
2022-02-28,3,0.0
2022-03-31,3,0.0
2022-04-30,3,0.0
2022-05-31,3,0.0
2022-06-30,3,0.0
2022-07-31,3,0.0
2022-08-31,3,0.0
2022-09-30,3,0.0
2022-10-31,3,0.0
2022-11-30,3,0.0
2022-12-31,3,0.0
2023-01-31,3,0.0
2023-02-28,3,0.0
2023-03-31,3,0.0
2023-04-30,3,0.0
2023-05-31,3,0.0
2023-06-30,3,0.0
2023-07-31,3,0.0
2023-08-31,3,0.0
2023-09-30,3,0.0
2023-10-31,3,0.0
2023-11-30,3,0.0
2015-01-31,4,0.0
2015-02-28,4,0.0
2015-03-31,4,0.0
2015-04-30,4,0.0
2015-05-31,4,0.0
2015-06-30,4,0.0
2015-07-31,4,0.0
2015-08-31,4,0.0
2015-09-30,4,0.0
2015-10-31,4,0.0
2015-11-30,4,0.0
2015-12-31,4,0.0
2016-01-31,4,0.0
2016-02-29,4,0.0
2016-03-31,4,0.0
2016-04-30,4,0.0
2016-05-31,4,0.0
2016-06-30,4,0.0
2016-07-31,4,0.0
2016-08-31,4,0.0
2016-09-30,4,0.0
2016-10-31,4,0.0
2016-11-30,4,0.0
2016-12-31,4,0.0
2017-01-31,4,0.0
2017-02-28,4,0.0
2017-03-31,4,0.0
2017-04-30,4,0.0
2017-05-31,4,0.0
2017-06-30,4,0.0
2017-07-31,4,0.0
2017-08-31,4,0.0
2017-09-30,4,0.0
2017-10-31,4,0.0
2017-11-30,4,0.0
2017-12-31,4,0.0
2018-01-31,4,0.0
2018-02-28,4,0.0
2018-03-31,4,0.0
2018-04-30,4,0.0
2018-05-31,4,0.0
2018-06-30,4,0.0
2018-07-31,4,0.0
2018-08-31,4,0.0
2018-09-30,4,0.0
2018-10-31,4,0.0
2018-11-30,4,0.0
2018-12-31,4,0.0
2019-01-31,4,0.0
2019-02-28,4,0.0
2019-03-31,4,0.0
2019-04-30,4,0.0
2019-05-31,4,0.0
2019-06-30,4,0.0
2019-07-31,4,0.0
2019-08-31,4,0.0
2019-09-30,4,0.0
2019-10-31,4,0.0
2019-11-30,4,0.0
2019-12-31,4,0.0
2020-01-31,4,0.0
2020-02-29,4,0.0
2020-03-31,4,0.0
2020-04-30,4,0.0
2020-05-31,4,0.0
2020-06-30,4,0.0
2020-07-31,4,0.0
2020-08-31,4,0.0
2020-09-30,4,0.0
2020-10-31,4,0.0
2020-11-30,4,0.0
2020-12-31,4,0.0
2021-01-31,4,0.0
2021-02-28,4,0.0
2021-03-31,4,0.0
2021-04-30,4,0.0
2021-05-31,4,0.0
2021-06-30,4,0.0
2021-07-31,4,0.0
2021-08-31,4,0.0
2021-09-30,4,0.0
2021-10-31,4,0.0
2021-11-30,4,0.0
2021-12-31,4,0.0
2022-01-31,4,0.0
2022-02-28,4,0.0
2022-03-31,4,0.0
2022-04-30,4,0.0
2022-05-31,4,0.0
2022-06-30,4,0.0
2022-07-31,4,0.0
2022-08-31,4,0.0
2022-09-30,4,0.0
2022-10-31,4,0.0
2022-11-30,4,0.0
2022-12-31,4,0.0
2023-01-31,4,0.0
2023-02-28,4,0.0
2023-03-31,4,0.0
2023-04-30,4,0.0
2023-05-31,4,0.0
2023-06-30,4,0.0
2023-07-31,4,0.0
2023-08-31,4,0.0
2023-09-30,4,0.0
2023-10-31,4,0.0
2023-11-30,4,0.0
2015-01-31,5,0.0
2015-02-28,5,0.0
2015-03-31,5,0.0
2015-04-30,5,0.0
2015-05-31,5,0.0
2015-06-30,5,0.0
2015-07-31,5,0.0
2015-08-31,5,0.0
2015-09-30,5,0.0
2015-10-31,5,0.0
2015-11-30,5,0.0
2015-12-31,5,0.0
2016-01-31,5,0.0
2016-02-29,5,0.0
2016-03-31,5,0.0
2016-04-30,5,0.029477659403532745
2016-05-31,5,0.0
2016-06-30,5,0.0
2016-07-31,5,0.0
2016-08-31,5,0.0
2016-09-30,5,0.0
2016-10-31,5,0.0
2016-11-30,5,0.0
2016-12-31,5,0.0
2017-01-31,5,0.0
2017-02-28,5,0.0
2017-03-31,5,0.0
2017-04-30,5,0.0
2017-05-31,5,0.0
2017-06-30,5,0.0
2017-07-31,5,0.0
2017-08-31,5,0.0
2017-09-30,5,0.0
2017-10-31,5,0.0
2017-11-30,5,0.0
2017-12-31,5,0.0
2018-01-31,5,0.0
2018-02-28,5,0.0
2018-03-31,5,0.0
2018-04-30,5,0.0
2018-05-31,5,0.0
2018-06-30,5,0.0
2018-07-31,5,0.0
2018-08-31,5,0.0
2018-09-30,5,0.0
2018-10-31,5,0.0
2018-11-30,5,0.0
2018-12-31,5,0.0
2019-01-31,5,0.12409332497119904
2019-02-28,5,0.0
2019-03-31,5,0.0
2019-04-30,5,0.0
2019-05-31,5,0.0
2019-06-30,5,0.0
2019-07-31,5,0.0
2019-08-31,5,0.0
2019-09-30,5,0.0
2019-10-31,5,0.0
2019-11-30,5,0.0
2019-12-31,5,0.0
2020-01-31,5,0.0
2020-02-29,5,0.0
2020-03-31,5,0.0
2020-04-30,5,0.0
2020-05-31,5,0.0
2020-06-30,5,0.0
2020-07-31,5,0.0
2020-08-31,5,0.0
2020-09-30,5,0.0
2020-10-31,5,0.0
2020-11-30,5,0.0
2020-12-31,5,0.0
2021-01-31,5,0.0
2021-02-28,5,0.0
2021-03-31,5,0.0
2021-04-30,5,0.0
2021-05-31,5,0.0
2021-06-30,5,0.15219240247160196
2021-07-31,5,0.0
2021-08-31,5,0.0
2021-09-30,5,0.0
2021-10-31,5,0.0
2021-11-30,5,0.0
2021-12-31,5,0.0
2022-01-31,5,0.0
2022-02-28,5,0.0
2022-03-31,5,0.0
2022-04-30,5,0.0
2022-05-31,5,0.0
2022-06-30,5,0.0
2022-07-31,5,0.0
2022-08-31,5,0.0
2022-09-30,5,0.0
2022-10-31,5,0.0
2022-11-30,5,0.0
2022-12-31,5,0.0
2023-01-31,5,0.0
2023-02-28,5,0.0
2023-03-31,5,0.0
2023-04-30,5,0.0
2023-05-31,5,0.0
2023-06-30,5,0.0
2023-07-31,5,0.0
2023-08-31,5,0.0
2023-09-30,5,0.0
2023-10-31,5,0.0
2023-11-30,5,2.261722900593281
2015-01-31,6,0.0
2015-02-28,6,0.0
2015-03-31,6,0.0
2015-04-30,6,0.0
2015-05-31,6,0.0
2015-06-30,6,0.0
2015-07-31,6,0.0
2015-08-31,6,0.0
2015-09-30,6,0.0
2015-10-31,6,0.0
2015-11-30,6,0.0
2015-12-31,6,0.0
2016-01-31,6,0.0
2016-02-29,6,0.0
2016-03-31,6,0.0
2016-04-30,6,0.0
2016-05-31,6,0.0
2016-06-30,6,0.0
2016-07-31,6,0.0
2016-08-31,6,0.0
2016-09-30,6,0.0
2016-10-31,6,0.0
2016-11-30,6,0.0
2016-12-31,6,0.0
2017-01-31,6,0.0
2017-02-28,6,0.0
2017-03-31,6,0.0
2017-04-30,6,0.0
2017-05-31,6,0.0
2017-06-30,6,0.0
2017-07-31,6,0.0
2017-08-31,6,0.0
2017-09-30,6,0.0
2017-10-31,6,0.0
2017-11-30,6,0.0
2017-12-31,6,0.0
2018-01-31,6,0.0
2018-02-28,6,0.0
2018-03-31,6,0.0
2018-04-30,6,0.0
2018-05-31,6,0.0
2018-06-30,6,0.0
2018-07-31,6,0.0
2018-08-31,6,0.0
2018-09-30,6,0.0
2018-10-31,6,0.0
2018-11-30,6,0.0
2018-12-31,6,0.0
2019-01-31,6,0.0
2019-02-28,6,0.0
2019-03-31,6,0.0
2019-04-30,6,0.0
2019-05-31,6,0.0
2019-06-30,6,0.0
2019-07-31,6,0.0
2019-08-31,6,0.0
2019-09-30,6,0.0
2019-10-31,6,0.0
2019-11-30,6,0.0
2019-12-31,6,0.0
2020-01-31,6,0.0
2020-02-29,6,0.0
2020-03-31,6,0.0
2020-04-30,6,0.0
2020-05-31,6,0.0
2020-06-30,6,0.0
2020-07-31,6,0.0
2020-08-31,6,0.0
2020-09-30,6,0.0
2020-10-31,6,0.0
2020-11-30,6,0.0
2020-12-31,6,0.0
2021-01-31,6,0.0
2021-02-28,6,0.0
2021-03-31,6,0.0
2021-04-30,6,0.0
2021-05-31,6,0.0
2021-06-30,6,0.0
2021-07-31,6,0.0
2021-08-31,6,0.0
2021-09-30,6,0.0
2021-10-31,6,0.0
2021-11-30,6,0.0
2021-12-31,6,0.0
2022-01-31,6,0.0
2022-02-28,6,0.0
2022-03-31,6,0.0
2022-04-30,6,0.0
2022-05-31,6,0.0
2022-06-30,6,0.0
2022-07-31,6,0.0
2022-08-31,6,0.0
2022-09-30,6,0.0
2022-10-31,6,0.0
2022-11-30,6,0.0
2022-12-31,6,0.0
2023-01-31,6,0.0
2023-02-28,6,0.0
2023-03-31,6,0.0
2023-04-30,6,0.0
2023-05-31,6,0.0
2023-06-30,6,0.0
2023-07-31,6,0.0
2023-08-31,6,0.0
2023-09-30,6,0.0
2023-10-31,6,0.0
2023-11-30,6,0.0
2015-01-31,7,0.0
2015-02-28,7,0.0
2015-03-31,7,0.0
2015-04-30,7,0.0
2015-05-31,7,0.0
2015-06-30,7,0.0
2015-07-31,7,0.0
2015-08-31,7,0.0
2015-09-30,7,1.3422946093887091
2015-10-31,7,0.0
2015-11-30,7,0.0
2015-12-31,7,0.0
2016-01-31,7,0.0
2016-02-29,7,0.0
2016-03-31,7,0.5038909081310033
2016-04-30,7,0.0
2016-05-31,7,0.0
2016-06-30,7,0.0
2016-07-31,7,0.32227997522950175
2016-08-31,7,0.0
2016-09-30,7,0.0
2016-10-31,7,0.0
2016-11-30,7,0.0
2016-12-31,7,0.0
2017-01-31,7,0.0
2017-02-28,7,0.0
2017-03-31,7,0.0
2017-04-30,7,0.47471725708544255
2017-05-31,7,0.0
2017-06-30,7,0.1281342394977808
2017-07-31,7,0.0
2017-08-31,7,0.0
2017-09-30,7,0.0
2017-10-31,7,1.004402246940136
2017-11-30,7,0.0
2017-12-31,7,0.0
2018-01-31,7,0.0
2018-02-28,7,0.0
2018-03-31,7,0.0
2018-04-30,7,0.0
2018-05-31,7,0.0
2018-06-30,7,0.0
2018-07-31,7,0.0
2018-08-31,7,0.0
2018-09-30,7,0.0
2018-10-31,7,0.0
2018-11-30,7,0.0
2018-12-31,7,0.0
2019-01-31,7,0.0
2019-02-28,7,0.0
2019-03-31,7,0.0
2019-04-30,7,0.0
2019-05-31,7,0.0
2019-06-30,7,0.0
2019-07-31,7,0.0
2019-08-31,7,0.0
2019-09-30,7,0.0
2019-10-31,7,0.0
2019-11-30,7,0.0
2019-12-31,7,0.0
2020-01-31,7,0.0
2020-02-29,7,0.0
2020-03-31,7,0.0
2020-04-30,7,0.0
2020-05-31,7,0.0
2020-06-30,7,0.0
2020-07-31,7,0.0
2020-08-31,7,0.0
2020-09-30,7,0.0
2020-10-31,7,0.0
2020-11-30,7,0.0
2020-12-31,7,0.0
2021-01-31,7,0.0
2021-02-28,7,0.0
2021-03-31,7,0.32818405945301055
2021-04-30,7,0.0
2021-05-31,7,0.5976555211633444
2021-06-30,7,0.0
2021-07-31,7,0.0
2021-08-31,7,0.0
2021-09-30,7,0.0
2021-10-31,7,0.0
2021-11-30,7,0.0
2021-12-31,7,0.0
2022-01-31,7,0.0
2022-02-28,7,0.0
2022-03-31,7,0.0
2022-04-30,7,0.0
2022-05-31,7,0.0
2022-06-30,7,0.0
2022-07-31,7,0.0
2022-08-31,7,0.0
2022-09-30,7,0.0
2022-10-31,7,0.0
2022-11-30,7,0.0
2022-12-31,7,0.0
2023-01-31,7,0.0
2023-02-28,7,0.0
2023-03-31,7,0.0
2023-04-30,7,0.0
2023-05-31,7,0.0
2023-06-30,7,0.0
2023-07-31,7,0.0
2023-08-31,7,0.0
2023-09-30,7,0.0
2023-10-31,7,0.0
2023-11-30,7,3.898046695804596
2015-01-31,8,0.0
2015-02-28,8,0.0
2015-03-31,8,0.0
2015-04-30,8,0.0
2015-05-31,8,0.0
2015-06-30,8,0.0
2015-07-31,8,0.0
2015-08-31,8,0.0
2015-09-30,8,0.0
2015-10-31,8,0.0
2015-11-30,8,0.2479575083076954
2015-12-31,8,0.0
2016-01-31,8,0.0
2016-02-29,8,0.0
2016-03-31,8,0.0
2016-04-30,8,0.0
2016-05-31,8,0.0
2016-06-30,8,0.0
2016-07-31,8,0.0
2016-08-31,8,0.0
2016-09-30,8,0.0
2016-10-31,8,0.0
2016-11-30,8,0.0
2016-12-31,8,0.0
2017-01-31,8,0.0
2017-02-28,8,0.0
2017-03-31,8,0.0
2017-04-30,8,0.0
2017-05-31,8,0.0
2017-06-30,8,0.0
2017-07-31,8,0.0
2017-08-31,8,0.0
2017-09-30,8,0.0
2017-10-31,8,0.0
2017-11-30,8,0.0
2017-12-31,8,0.0
2018-01-31,8,0.0
2018-02-28,8,0.0
2018-03-31,8,0.0
2018-04-30,8,0.0
2018-05-31,8,0.0
2018-06-30,8,0.0
2018-07-31,8,0.0
2018-08-31,8,0.0
2018-09-30,8,0.0
2018-10-31,8,0.0
2018-11-30,8,0.0
2018-12-31,8,0.0
2019-01-31,8,0.0
2019-02-28,8,0.0
2019-03-31,8,0.0
2019-04-30,8,0.0
2019-05-31,8,0.0
2019-06-30,8,0.0
2019-07-31,8,0.0
2019-08-31,8,0.0
2019-09-30,8,0.0
2019-10-31,8,0.0
2019-11-30,8,0.0
2019-12-31,8,0.0
2020-01-31,8,0.0
2020-02-29,8,0.0
2020-03-31,8,0.0
2020-04-30,8,0.0
2020-05-31,8,0.0
2020-06-30,8,0.0
2020-07-31,8,0.0
2020-08-31,8,0.0
2020-09-30,8,0.0
2020-10-31,8,0.0
2020-11-30,8,0.0
2020-12-31,8,0.0
2021-01-31,8,0.0
2021-02-28,8,0.0
2021-03-31,8,0.0
2021-04-30,8,0.0
2021-05-31,8,0.0
2021-06-30,8,0.0
2021-07-31,8,0.0
2021-08-31,8,0.0
2021-09-30,8,0.0
2021-10-31,8,0.0
2021-11-30,8,0.0
2021-12-31,8,0.0
2022-01-31,8,0.0
2022-02-28,8,0.0
2022-03-31,8,0.0
2022-04-30,8,0.0
2022-05-31,8,0.0
2022-06-30,8,0.0
2022-07-31,8,0.0
2022-08-31,8,0.0
2022-09-30,8,0.0
2022-10-31,8,0.0
2022-11-30,8,0.0
2022-12-31,8,0.0
2023-01-31,8,0.0
2023-02-28,8,0.0
2023-03-31,8,0.0
2023-04-30,8,0.0
2023-05-31,8,0.0
2023-06-30,8,0.0
2023-07-31,8,0.0
2023-08-31,8,0.0
2023-09-30,8,0.0
2023-10-31,8,0.0
2023-11-30,8,0.0
2015-01-31,9,0.0
2015-02-28,9,0.0
2015-03-31,9,0.0
2015-04-30,9,0.0
2015-05-31,9,0.0
2015-06-30,9,0.0
2015-07-31,9,0.0
2015-08-31,9,0.0
2015-09-30,9,0.0
2015-10-31,9,0.0
2015-11-30,9,0.0
2015-12-31,9,0.0
2016-01-31,9,0.0
2016-02-29,9,0.0
2016-03-31,9,0.0
2016-04-30,9,0.0
2016-05-31,9,0.0
2016-06-30,9,0.0
2016-07-31,9,0.0
2016-08-31,9,0.0
2016-09-30,9,0.0
2016-10-31,9,0.0
2016-11-30,9,0.0
2016-12-31,9,0.0
2017-01-31,9,0.0
2017-02-28,9,0.0
2017-03-31,9,0.0
2017-04-30,9,0.0
2017-05-31,9,0.0
2017-06-30,9,0.0
2017-07-31,9,0.0
2017-08-31,9,0.0
2017-09-30,9,0.0
2017-10-31,9,0.0
2017-11-30,9,0.0
2017-12-31,9,0.0
2018-01-31,9,0.0
2018-02-28,9,0.0
2018-03-31,9,0.0
2018-04-30,9,0.0
2018-05-31,9,0.0
2018-06-30,9,0.0
2018-07-31,9,0.0
2018-08-31,9,0.0
2018-09-30,9,0.0
2018-10-31,9,0.0
2018-11-30,9,0.0
2018-12-31,9,0.0
2019-01-31,9,0.0
